Unit,Status,Move_out,Ready_Date,DV,Move_in,DTBR,N/V/M,Insp,Insp_status,Paint,Paint_status,MR,MR_Status,HK,HK_Status,CC,CC_status,Assign,W_D,QC,P,B,U,Notes,Note_Text,Has_Note_Context,Note_Category,Has_Assignment,Is_MoveIn_Present,Is_Ready_Declared,Is_Vacant,Is_SMI,Is_On_Notice,Is_Allowed_Phase,Is_QC_Done,Aging_Business_Days,Aging,Task_State,Task_Completion_Ratio,Table_Current_Task,Table_Next_Task,Is_Task_Stalled,Status_Norm,Is_Unit_Ready,Is_Unit_Ready_For_Moving,In_Turn_Execution,Move_In_Happened,Operational_State,Prevention_Risk_Flag,Attention_Badge,Days_To_MoveIn,Inspection_SLA_Breach,SLA_Breach,SLA_MoveIn_Breach,Plan_Breach,snapshot_date
Unit 8-01-3096,Vacant ready,2026-01-08 00:00:00,2026-01-22 00:00:00,38.0,,,VACANT,2026-01-09 00:00:00,Done,2026-01-12 00:00:00,Done,2026-01-13 00:00:00,Done,2026-01-16 00:00:00,Done,2026-01-19 00:00:00,Done,Michael ,Yes stack ,No,8,01,3096,,,False,,True,False,True,True,False,False,True,False,27.0,31–60,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 5-18-0218,Vacant ready,2026-01-15 00:00:00,2026-02-06 00:00:00,31.0,,,VACANT,2026-01-16 00:00:00,Done,2026-01-19 00:00:00,Done,2026-01-20 00:00:00,Done,2026-01-23 00:00:00,Done,2026-01-26 00:00:00,Done,Total,Yes stack ,No,5,18,0218,,,False,,False,False,True,True,False,False,True,False,22.0,31–60,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 5-17-0215,Vacant not ready,2026-01-16 00:00:00,2026-02-13 00:00:00,30.0,,,VACANT,2026-01-19 00:00:00,Done,,Blocked,,Blocked,,Blocked,,Blocked,Total,Yes,No,5,17,0215,[HOLD:Bad Turn| apartmet dmage ],[HOLD:Bad Turn| apartmet dmage ],True,HOLD,False,False,True,True,False,False,True,False,21.0,21–30,In Progress,20.0,Paint,MR,True,vacant not ready,False,False,True,False,Work Stalled,True,⏸️ Work Stalled,,False,True,False,True,2026-02-15
Unit 7-10-0302,Vacant ready,2026-01-16 00:00:00,2026-02-06 00:00:00,30.0,,,VACANT,2026-01-19 00:00:00,Done,2026-01-20 00:00:00,Done,2026-01-21 00:00:00,Done,2026-01-26 00:00:00,Done,2026-01-27 00:00:00,Done,Miguel G,Yes,No,7,10,0302,,,False,,True,False,True,True,False,False,True,False,21.0,21–30,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 5-04-5760,Vacant ready,2026-01-19 00:00:00,2026-01-29 00:00:00,27.0,2026-03-07 00:00:00,-20.0,SMI,2026-01-20 00:00:00,Done,2026-01-21 00:00:00,Done,2026-01-22 00:00:00,Done,2026-01-27 00:00:00,Done,2026-01-28 00:00:00,Done,Total,Yes,No,5,04,5760,,,False,,False,True,True,False,True,False,True,False,20.0,21–30,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,QC Hold,False,📅 Scheduled to Move In,20.0,False,False,False,False,2026-02-15
Unit 8-01-3086,Vacant ready,2026-01-18 00:00:00,2026-01-31 00:00:00,28.0,,,VACANT,2026-01-19 00:00:00,Done,2026-01-20 00:00:00,Done,2026-01-21 00:00:00,Done,2026-01-26 00:00:00,Done,2026-01-27 00:00:00,Done,Michael ,yes,No,8,01,3086,,,False,,True,False,True,True,False,False,True,False,20.0,21–30,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 5-18-0146,Vacant ready,2026-01-19 00:00:00,2026-01-29 00:00:00,27.0,,,VACANT,2026-01-20 00:00:00,Done,2026-01-21 00:00:00,Done,2026-01-22 00:00:00,Done,2026-01-27 00:00:00,Done,2026-01-28 00:00:00,Done,Total,Yes,No,5,18,0146,,,False,,False,False,True,True,False,False,True,False,20.0,21–30,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 8-01-4058,Vacant ready,2026-01-18 00:00:00,2026-01-31 00:00:00,28.0,2026-02-18 00:00:00,-3.0,SMI,2026-01-19 00:00:00,Done,2026-01-20 00:00:00,Done,2026-01-21 00:00:00,Done,2026-01-26 00:00:00,Done,2026-01-27 00:00:00,Done,Miguel G,Yes,No,8,01,4058,,,False,,True,True,True,False,True,False,True,False,20.0,21–30,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,QC Hold,False,📅 Scheduled to Move In,3.0,False,False,False,False,2026-02-15
Unit 5-17-0311,Vacant ready,2026-01-17 00:00:00,2026-02-06 00:00:00,29.0,,,VACANT,2026-01-19 00:00:00,Done,2026-01-20 00:00:00,Done,2026-01-21 00:00:00,Done,2026-01-26 00:00:00,Done,2026-01-27 00:00:00,Done,Total,Yes,No,5,17,0311,,,False,,False,False,True,True,False,False,True,False,20.0,21–30,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 8-01-2083,Vacant ready,2026-01-21 00:00:00,2026-02-04 00:00:00,25.0,,,VACANT,2026-01-22 00:00:00,Done,2026-01-23 00:00:00,Done,2026-01-26 00:00:00,Done,2026-01-29 00:00:00,Done,2026-01-30 00:00:00,Done,Brad,Yes,No,8,01,2083,,,False,,True,False,True,True,False,False,True,False,18.0,21–30,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 5-17-0310,Vacant ready,2026-01-22 00:00:00,2026-02-02 00:00:00,24.0,,,VACANT,2026-01-23 00:00:00,Done,2026-01-26 00:00:00,Done,2026-01-27 00:00:00,Done,2026-01-30 00:00:00,Done,2026-02-02 00:00:00,Done,Total,Yes,No,5,17,0310,[HOLD:Microwave| dmage ],[HOLD:Microwave| dmage ],True,HOLD,False,False,True,True,False,False,True,False,17.0,21–30,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 8-01-2034,Vacant ready,2026-01-26 00:00:00,2026-02-06 00:00:00,20.0,,,VACANT,2026-01-27 00:00:00,Done,2026-01-28 00:00:00,Done,2026-01-29 00:00:00,Done,2026-02-03 00:00:00,Done,2026-02-04 00:00:00,Done,Michael ,Yes,No,8,01,2034,,,False,,True,False,True,True,False,False,True,False,15.0,11–20,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 7-TH1-0104,Vacant ready,2026-01-26 00:00:00,2026-02-06 00:00:00,20.0,,,VACANT,2026-01-27 00:00:00,Done,2026-01-28 00:00:00,Done,2026-01-29 00:00:00,Done,2026-02-03 00:00:00,Done,2026-02-04 00:00:00,Done,Brad,Yes stack ,No,7,TH1,0104,,,False,,True,False,True,True,False,False,True,False,15.0,11–20,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 7-02-0116,Vacant ready,2026-01-24 00:00:00,2026-02-04 00:00:00,22.0,,,VACANT,2026-01-26 00:00:00,Done,2026-01-27 00:00:00,Done,2026-01-28 00:00:00,Done,2026-02-02 00:00:00,Done,2026-02-03 00:00:00,Done,Brad,Yes,No,7,02,0116,,,False,,True,False,True,True,False,False,True,False,15.0,21–30,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 8-01-1048,Vacant ready,2026-01-29 00:00:00,2026-02-09 00:00:00,17.0,,,VACANT,2026-01-30 00:00:00,Done,2026-02-02 00:00:00,Done,2026-02-03 00:00:00,Done,2026-02-06 00:00:00,Done,2026-02-09 00:00:00,Done,Michael ,Yes,No,8,01,1048,,,False,,True,False,True,True,False,False,True,False,12.0,11–20,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 5-18-0346,Vacant ready,2026-02-02 00:00:00,2026-02-12 00:00:00,13.0,,,VACANT,2026-02-03 00:00:00,Done,2026-02-04 00:00:00,Done,2026-02-05 00:00:00,Done,2026-02-10 00:00:00,Done,2026-02-11 00:00:00,Done,Total,Yes,No,5,18,0346,,,False,,False,False,True,True,False,False,True,False,10.0,11–20,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 5-18-0206,Vacant not ready,2026-01-31 00:00:00,2026-02-11 00:00:00,15.0,2026-02-27 00:00:00,-12.0,SMI,2026-02-02 00:00:00,Done,2026-02-03 00:00:00,Done,2026-02-04 00:00:00,Done,2026-02-09 00:00:00,In Progress,2026-02-10 00:00:00,In Progress,Total,Yes,No,5,18,0206,,,False,,False,True,True,False,True,False,True,False,10.0,11–20,In Progress,60.0,HK,CC,False,vacant not ready,False,False,False,False,In Progress,False,📅 Scheduled to Move In,12.0,False,False,False,True,2026-02-15
Unit 8-01-3008,Vacant not ready,2026-02-04 00:00:00,2026-02-14 00:00:00,11.0,2026-02-19 00:00:00,-4.0,SMI,2026-02-05 00:00:00,Scheduled,2026-02-06 00:00:00,Scheduled,2026-02-09 00:00:00,Scheduled,2026-02-12 00:00:00,Scheduled,2026-02-13 00:00:00,Scheduled,Michael ,No,No,8,01,3008,,,False,,True,True,True,False,True,False,True,False,8.0,11–20,In Progress,0.0,Inspection,Paint,False,vacant not ready,False,False,False,False,In Progress,False,📅 Scheduled to Move In,4.0,False,False,False,True,2026-02-15
Unit 5-18-0131,Vacant not ready,2026-02-05 00:00:00,2026-02-15 00:00:00,10.0,2026-02-19 00:00:00,-4.0,SMI,2026-02-06 00:00:00,Done,2026-02-09 00:00:00,Done,2026-02-10 00:00:00,In Progress,2026-02-13 00:00:00,In Progress,2026-02-16 00:00:00,In Progress,Total,No,No,5,18,0131,,,False,,False,True,True,False,True,False,True,False,7.0,1–10,In Progress,40.0,MR,HK,False,vacant not ready,False,False,False,False,In Progress,False,📅 Scheduled to Move In,4.0,False,False,False,True,2026-02-15
Unit 8-01-1049,Vacant not ready,2026-02-05 00:00:00,2026-02-15 00:00:00,10.0,2026-02-20 00:00:00,-5.0,SMI,2026-02-06 00:00:00,Scheduled,2026-02-09 00:00:00,Scheduled,2026-02-10 00:00:00,Scheduled,2026-02-13 00:00:00,Scheduled,2026-02-16 00:00:00,Scheduled,Michael ,,No,8,01,1049,,,False,,True,True,True,False,True,False,True,False,7.0,1–10,In Progress,0.0,Inspection,Paint,False,vacant not ready,False,False,False,False,In Progress,False,📅 Scheduled to Move In,5.0,False,False,False,True,2026-02-15
Unit 5-17-0114,Vacant not ready,2026-02-05 00:00:00,2026-02-15 00:00:00,10.0,2026-02-25 00:00:00,-10.0,SMI,2026-02-06 00:00:00,Done,2026-02-09 00:00:00,Done,2026-02-10 00:00:00,In Progress,2026-02-13 00:00:00,In Progress,2026-02-16 00:00:00,In Progress,Total,Yes,No,5,17,0114,,,False,,False,True,True,False,True,False,True,False,7.0,1–10,In Progress,40.0,MR,HK,False,vacant not ready,False,False,False,False,In Progress,False,📅 Scheduled to Move In,10.0,False,False,False,True,2026-02-15
Unit 5-15-0102,Vacant not ready,2026-02-06 00:00:00,2026-02-16 00:00:00,9.0,2026-02-21 00:00:00,-6.0,SMI,2026-02-09 00:00:00,Done,2026-02-10 00:00:00,Done,2026-02-11 00:00:00,In Progress,2026-02-16 00:00:00,In Progress,2026-02-17 00:00:00,In Progress,Total,,No,5,15,0102,,,False,,False,True,True,False,True,False,True,False,6.0,1–10,In Progress,40.0,MR,HK,False,vacant not ready,False,False,False,False,In Progress,False,📅 Scheduled to Move In,6.0,False,False,False,False,2026-02-15
Unit 5-18-0310,Vacant not ready,2026-02-07 00:00:00,2026-02-17 00:00:00,8.0,,,VACANT,2026-02-09 00:00:00,Done,2026-02-10 00:00:00,Done,2026-02-11 00:00:00,In Progress,2026-02-16 00:00:00,In Progress,2026-02-17 00:00:00,In Progress,Total,No,No,5,18,0310,,,False,,False,False,True,True,False,False,True,False,5.0,1–10,In Progress,40.0,MR,HK,True,vacant not ready,False,False,True,False,Work Stalled,True,⏸️ Work Stalled,,False,False,False,False,2026-02-15
Unit 8-01-3107,Vacant not ready,2026-02-08 00:00:00,2026-02-18 00:00:00,7.0,,,VACANT,2026-02-09 00:00:00,Done,2026-02-10 00:00:00,In Progress,2026-02-11 00:00:00,Scheduled,2026-02-16 00:00:00,Scheduled,2026-02-17 00:00:00,Scheduled,Michael ,Yes,No,8,01,3107,,,False,,True,False,True,True,False,False,True,False,5.0,1–10,In Progress,20.0,Paint,MR,True,vacant not ready,False,False,True,False,Work Stalled,False,⏸️ Work Stalled,,False,False,False,False,2026-02-15
Unit 7-10-0306,Vacant not ready,2026-02-09 00:00:00,2026-02-19 00:00:00,6.0,,,VACANT,2026-02-10 00:00:00,Done,2026-02-11 00:00:00,In Progress,2026-02-12 00:00:00,Scheduled,2026-02-17 00:00:00,Scheduled,2026-02-18 00:00:00,Scheduled,Brad,,No,7,10,0306,,,False,,True,False,True,True,False,False,True,False,5.0,1–10,In Progress,20.0,Paint,MR,True,vacant not ready,False,False,True,False,Work Stalled,False,⏸️ Work Stalled,,False,False,False,False,2026-02-15
Unit 5-02-0306,Vacant not ready,2026-02-09 00:00:00,2026-02-19 00:00:00,6.0,2026-03-06 00:00:00,-19.0,SMI,2026-02-10 00:00:00,Done,2026-02-11 00:00:00,Done,2026-02-12 00:00:00,In Progress,2026-02-17 00:00:00,In Progress,2026-02-18 00:00:00,In Progress,Total,Yes,No,5,02,0306,,,False,,False,True,True,False,True,False,True,False,5.0,1–10,In Progress,40.0,MR,HK,False,vacant not ready,False,False,False,False,In Progress,False,📅 Scheduled to Move In,19.0,False,False,False,False,2026-02-15
Unit 7-02-0201,Vacant not ready,2026-02-07 00:00:00,2026-02-17 00:00:00,8.0,,,VACANT,2026-02-09 00:00:00,Done,2026-02-10 00:00:00,In Progress,2026-02-11 00:00:00,Scheduled,2026-02-16 00:00:00,Scheduled,2026-02-17 00:00:00,Scheduled,Brad,Yes,No,7,02,0201,,,False,,True,False,True,True,False,False,True,False,5.0,1–10,In Progress,20.0,Paint,MR,True,vacant not ready,False,False,True,False,Work Stalled,False,⏸️ Work Stalled,,False,False,False,False,2026-02-15
Unit 5-09-0109,Vacant not ready,2026-02-10 00:00:00,2026-02-20 00:00:00,5.0,,,VACANT,2026-02-11 00:00:00,Done,2026-02-12 00:00:00,Done,2026-02-13 00:00:00,In Progress,2026-02-18 00:00:00,In Progress,2026-02-19 00:00:00,In Progress,Total,,No,5,09,0109,,,False,,False,False,True,True,False,False,True,False,4.0,1–10,In Progress,40.0,MR,HK,False,vacant not ready,False,False,True,False,In Progress,True,🟡 Needs Attention,,False,False,False,False,2026-02-15
Unit 7-04-0308,Vacant not ready,2026-02-11 00:00:00,2026-05-02 00:00:00,4.0,,,VACANT,2026-02-12 00:00:00,Scheduled,2026-02-13 00:00:00,Scheduled,2026-02-16 00:00:00,Scheduled,2026-02-19 00:00:00,Scheduled,2026-02-20 00:00:00,Scheduled,Brad,,No,7,04,0308,,,False,,True,False,True,True,False,False,True,False,3.0,1–10,In Progress,0.0,Inspection,Paint,True,vacant not ready,False,False,True,False,Work Stalled,False,⏸️ Work Stalled,,True,False,False,False,2026-02-15
Unit 7-03-0109,Vacant not ready,2026-02-11 00:00:00,2026-02-21 00:00:00,4.0,2026-02-26 00:00:00,-11.0,SMI,2026-02-12 00:00:00,Scheduled,2026-02-13 00:00:00,Scheduled,2026-02-16 00:00:00,Scheduled,2026-02-19 00:00:00,Scheduled,2026-02-20 00:00:00,Scheduled,Brad,,No,7,03,0109,,,False,,True,True,True,False,True,False,True,False,3.0,1–10,In Progress,0.0,Inspection,Paint,False,vacant not ready,False,False,False,False,In Progress,False,📅 Scheduled to Move In,11.0,False,False,False,False,2026-02-15
Unit 5-17-0202,Vacant not ready,2026-02-11 00:00:00,2026-02-21 00:00:00,4.0,2026-03-03 00:00:00,-16.0,SMI,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Total,,No,5,17,0202,,,False,,False,True,True,False,True,False,True,False,3.0,1–10,Not Started,0.0,Inspection,Paint,False,vacant not ready,False,False,False,False,Pending Start,False,📅 Scheduled to Move In,16.0,False,False,False,False,2026-02-15
Unit 5-11-0303,Vacant not ready,2026-02-12 00:00:00,2026-02-22 00:00:00,3.0,,,VACANT,2026-02-13 00:00:00,Done,2026-02-16 00:00:00,Done,2026-02-17 00:00:00,In Progress,2026-02-20 00:00:00,In Progress,2026-02-23 00:00:00,In Progress,Total,,No,5,11,0303,,,False,,False,False,True,True,False,False,True,False,2.0,1–10,In Progress,40.0,MR,HK,False,vacant not ready,False,False,True,False,In Progress,True,🟡 Needs Attention,,False,False,False,False,2026-02-15
Unit 8-01-2041,Vacant not ready,2026-02-12 00:00:00,2026-02-17 00:00:00,3.0,,,VACANT,2026-02-13 00:00:00,Scheduled,2026-02-16 00:00:00,Scheduled,2026-02-17 00:00:00,Scheduled,2026-02-20 00:00:00,Scheduled,2026-02-23 00:00:00,Scheduled,Michael ,Yes,No,8,01,2041,,,False,,True,False,True,True,False,False,True,False,2.0,1–10,In Progress,0.0,Inspection,Paint,False,vacant not ready,False,False,True,False,In Progress,True,🟡 Needs Attention,,True,False,False,False,2026-02-15
Unit 7-TH1-0101,Vacant not ready,2026-02-13 00:00:00,2026-02-23 00:00:00,2.0,2026-02-28 00:00:00,-13.0,SMI,2026-02-16 00:00:00,Scheduled,2026-02-17 00:00:00,Scheduled,2026-02-18 00:00:00,Scheduled,2026-02-23 00:00:00,Scheduled,2026-02-24 00:00:00,Scheduled,Brad,,No,7,TH1,0101,,,False,,True,True,True,False,True,False,True,False,1.0,1–10,In Progress,0.0,Inspection,Paint,False,vacant not ready,False,False,False,False,In Progress,False,📅 Scheduled to Move In,13.0,False,False,False,False,2026-02-15
Unit 8-01-3040,On Notice ,2026-02-15 00:00:00,2026-02-25 00:00:00,0.0,2026-02-28 00:00:00,-13.0,SMI,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Michael ,,No,8,01,3040,,,False,,True,True,True,False,True,False,True,False,0.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,Pending Start,False,📅 Scheduled to Move In,13.0,False,False,False,False,2026-02-15
Unit 7-11-0416,On Notice ,2026-02-15 00:00:00,2026-02-25 00:00:00,0.0,2026-02-28 00:00:00,-13.0,SMI,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Brad,,No,7,11,0416,,,False,,True,True,True,False,True,False,True,False,0.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,Pending Start,False,📅 Scheduled to Move In,13.0,False,False,False,False,2026-02-15
Unit 7-07-0202,On Notice ,2026-02-15 00:00:00,2026-02-25 00:00:00,0.0,2026-03-06 00:00:00,-19.0,SMI,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Brad,,No,7,07,0202,,,False,,True,True,True,False,True,False,True,False,0.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,Pending Start,False,📅 Scheduled to Move In,19.0,False,False,False,False,2026-02-15
Unit 7-10-0107,Vacant not ready,2026-02-15 00:00:00,2026-02-25 00:00:00,0.0,,,VACANT,2026-02-16 00:00:00,Scheduled,2026-02-17 00:00:00,Scheduled,2026-02-18 00:00:00,Scheduled,2026-02-23 00:00:00,Scheduled,2026-02-24 00:00:00,Scheduled,Brad,,No,7,10,0107,,,False,,True,False,True,True,False,False,True,False,0.0,,In Progress,0.0,Inspection,Paint,False,vacant not ready,False,False,True,False,In Progress,True,🟡 Needs Attention,,False,False,False,False,2026-02-15
Unit 5-03-0227,Vacant not ready,2026-02-15 00:00:00,2026-02-28 00:00:00,0.0,,,VACANT,2026-02-16 00:00:00,Scheduled,2026-02-17 00:00:00,Scheduled,2026-02-18 00:00:00,Scheduled,2026-02-23 00:00:00,Scheduled,2026-02-24 00:00:00,Scheduled,Total,,No,5,03,0227,,,False,,False,False,True,True,False,False,True,False,0.0,,In Progress,0.0,Inspection,Paint,False,vacant not ready,False,False,True,False,In Progress,True,🟡 Needs Attention,,False,False,False,False,2026-02-15
Unit 5-18-0125,Vacant not ready,2026-02-15 00:00:00,2026-02-28 00:00:00,0.0,,,VACANT,2026-02-16 00:00:00,Scheduled,2026-02-17 00:00:00,Scheduled,2026-02-18 00:00:00,Scheduled,2026-02-23 00:00:00,Scheduled,2026-02-24 00:00:00,Scheduled,Total,,No,5,18,0125,,,False,,False,False,True,True,False,False,True,False,0.0,,In Progress,0.0,Inspection,Paint,False,vacant not ready,False,False,True,False,In Progress,True,🟡 Needs Attention,,False,False,False,False,2026-02-15
Unit 5-10-0203,On Notice ,2026-02-18 00:00:00,2026-02-28 00:00:00,-3.0,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Total,,No,5,10,0203,,,False,,False,False,True,False,False,True,True,False,-3.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-15
Unit 8-01-3036,On Notice ,2026-02-22 00:00:00,2026-03-02 00:00:00,-7.0,2026-03-07 00:00:00,-20.0,NOTICE + SMI,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Michael ,,No,8,01,3036,,,False,,True,True,True,False,True,True,True,False,-5.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice - Scheduled,False,📋 On Notice - Scheduled,20.0,False,False,False,False,2026-02-15
Unit 5-17-0207,On Notice ,2026-02-21 00:00:00,2026-03-01 00:00:00,-6.0,2026-03-21 00:00:00,-34.0,NOTICE + SMI,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Total,,No,5,17,0207,,,False,,False,True,True,False,True,True,True,False,-5.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice - Scheduled,False,📋 On Notice - Scheduled,34.0,False,False,False,False,2026-02-15
